コード,銘柄名,市場,現在値,前日比(%)
5130,ヒロＨＬＤＧ,東PRO,"--","-- (--%) "
5131,リンカーズ,東G,"138","-6.0 (-4.17%) "
5132,ｐｌｕｓｚｅｒｏ,東G,"2,171","-34.0 (-1.54%) "
5133,テリロジーＨＬＤＧ,東S,"339","-1.0 (-0.29%) "
5134,ＰＯＰＥＲ,東G,"490","-9.0 (-1.80%) "
5135,ＡＩＲ−Ｕ,東PRO,"--","-- (--%) "
5136,ｔｒｉｐｌａ,東G,"1,372","+1.0 (+0.07%) "
5137,スマートドライブ,東G,"296","-3.0 (-1.00%) "
5138,Ｒｅｂａｓｅ,東G,"599","0.0 (0.00%) "
5139,オープンワーク,東G,"879","-1.0 (-0.11%) "
513A,ＧＸ防衛テック　日株　ＥＴＦ,東ETF,"927","-16.0 (-1.70%) "
5142,アキレス,東P,"1,396","-15.0 (-1.06%) "
514A,孫の手,東PRO,"--","-- (--%) "
515A,ｉＳ　高格付け日本円社債,東ETF,"504","-0.4 (-0.08%) "
5161,西川ゴム工業,東S,"3,140","-50.0 (-1.57%) "
5162,朝日ラバー,東S,"750","+4.0 (+0.54%) "
516A,ｉＦ　米ドル・ブル　１倍,東ETF,"--","-- (--%) "
517A,ｉＦ　米ドル・ベア　１倍,東ETF,"1,979","+7.0 (+0.35%) "
5184,ニチリン,東S,"3,935","-70.0 (-1.75%) "
5185,フコク,東P,"1,772","+1.0 (+0.06%) "
5186,ニッタ,東P,"4,435","-25.0 (-0.56%) "
5187,クリエートメディック,東S,"1,202","-13.0 (-1.07%) "
5189,櫻護謨,東S,"3,585","-265.0 (-6.88%) "
518A,ＮＦ　ＦＴＳＥ日株高配ＣＦ５０,東ETF,"1,838","+13.0 (+0.71%) "
5192,三ツ星ベルト,東P,"3,885","+35.0 (+0.91%) "
5194,相模ゴム工業,東S,"716","-6.0 (-0.83%) "
5195,バンドー化学,東P,"2,033","+8.0 (+0.40%) "
5199,不二ラテックス,東S,"1,953","0.0 (0.00%) "
519A,ベーシック,東G,"604","-44.0 (-6.79%) "
5201,ＡＧＣ,東P,"5,689","+60.0 (+1.07%) "
5202,日本板硝子,東P,"479","0.0 (0.00%) "
5204,石塚硝子,東S,"2,921","-54.0 (-1.82%) "
5208,有沢製作所,東P,"2,680","+39.0 (+1.48%) "
520A,ジェイファーマ,東G,"540","-50.0 (-8.47%) "
5210,日本山村硝子,東S,"3,060","-80.0 (-2.55%) "
5214,日本電気硝子,東P,"8,196","+205.0 (+2.57%) "
5216,倉元製作所,東S,"156","-4.0 (-2.50%) "
5218,オハラ,東S,"1,237","+37.0 (+3.08%) "
521A,ｉＦ　ＥＴＦ　ＦＡＮＧゴールド,東ETF,"1,985","+42.0 (+2.16%) "
522A,ＣＯＥＬ,東PRO,"--","-- (--%) "
5232,住友大阪セメント,東P,"3,924","-10.0 (-0.25%) "
5233,太平洋セメント,東P,"3,622","+64.0 (+1.80%) "
5237,ノザワ,東S,"1,151","-38.0 (-3.20%) "
523A,セイワＨＬＤＧ,東G,"1,849","-46.0 (-2.43%) "
5240,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏ,東G,"184","-4.0 (-2.13%) "
5241,日本オーエー研究所,名M,"919","-6.0 (-0.65%) "
5242,アイズ,東G,"1,043","+10.0 (+0.97%) "
5243,ｎｏｔｅ,東G,"2,330","-119.0 (-4.86%) "
5244,ｊｉｇ．ｊｐ,東G,"260","0.0 (0.00%) "
5246,ＥＬＥＭＥＮＴＳ,東G,"660","+16.0 (+2.48%) "
5247,ＢＴＭ,東G,"717","-1.0 (-0.14%) "
5248,テクノロジーズ,東G,"456","-5.0 (-1.08%) "
5249,あさかわシステムズ,東PRO,"--","-- (--%) "
524A,田村ビルズグループ,東PRO,"--","-- (--%) "
5250,ＧＭＯプライム・ストラテジー,東S,"1,070","-10.0 (-0.93%) "
5251,ウイズ・ワン,東PRO,"--","-- (--%) "
5252,日本ナレッジ,東G,"785","0.0 (0.00%) "
5253,カバー,東G,"1,350","-35.0 (-2.53%) "
5254,Ａｒｅｎｔ,東G,"4,130","-100.0 (-2.36%) "
5255,モンスターラボ,東G,"99","-1.0 (-1.00%) "
5256,Ｆｕｓｉｃ,東G,"2,460","+20.0 (+0.82%) "
5257,ノバシステム,東S,"2,574","-1.0 (-0.04%) "
5258,トランザクション・メディア・,東G,"308","-3.0 (-0.96%) "
5259,ＢＢＤイニシアティブ,東G,"990","+7.0 (+0.71%) "
525A,ｍａｎｅｂｉ,東PRO,"--","-- (--%) "
5261,リソルＨＬＤＧ,東P,"7,110","-90.0 (-1.25%) "
5262,日本ヒューム,東P,"1,156","-34.0 (-2.86%) "
5268,旭コンクリート工業,東S,"999","-15.0 (-1.48%) "
5269,日本コンクリート工業,東P,"311","-5.0 (-1.58%) "
526A,ＪＰＸスターアップ急成長１００,東ETF,"1,934","-55.0 (-2.77%) "
5271,トーヨーアサノ,東S,"2,341","-27.0 (-1.14%) "
5273,三谷セキサン,東S,"1,743","+9.0 (+0.52%) "
5279,日本興業,東S,"1,336","-16.0 (-1.18%) "
527A,ＮＯＳＥ　ＳＨＯＰ,東PRO,"--","-- (--%) "
5280,ヨシコン,東S,"2,511","-10.0 (-0.40%) "
5282,ジオスター,東S,"404","-5.0 (-1.22%) "
5283,高見澤,東S,"3,275","0.0 (0.00%) "
5284,ヤマウＨＬＤＧ,東S,"2,137","-5.0 (-0.23%) "
5285,ヤマックス,東S,"1,470","-24.0 (-1.61%) "
5287,イトーヨーギョー,東S,"1,040","-2.0 (-0.19%) "
5288,アジアパイルＨＬＤＧ,東P,"1,366","+7.0 (+0.52%) "
528A,フリースタイル,東PRO,"--","-- (--%) "
5290,ベルテクスコーポレーション,東S,"1,956","-39.0 (-1.95%) "
5301,東海カーボン,東P,"1,054.5","+1.0 (+0.09%) "
5302,日本カーボン,東P,"4,780","+70.0 (+1.49%) "
5304,ＳＥＣカーボン,東S,"2,497","+42.0 (+1.71%) "
530A,ＮＺＡＭ　東証ＲＥＩＴ指数,東ETF,"1,926","+2.0 (+0.10%) "
5310,東洋炭素,東P,"6,130","+180.0 (+3.03%) "
531A,ＮＺＡＭ　日経平均高配当５０,東ETF,"2,043","+40.0 (+2.00%) "
532A,ＮＺＡＭ　ＴＯＰＩＸ高４０,東ETF,"2,080","+62.0 (+3.07%) "
5331,ノリタケ,東P,"3,410","+115.0 (+3.49%) "
5332,ＴＯＴＯ,東P,"5,373","+27.0 (+0.51%) "
5333,ＮＧＫ,東P,"4,613","+185.0 (+4.18%) "
5334,日本特殊陶業,東P,"8,233","-127.0 (-1.52%) "
5337,ダントーＨＬＤＧ,東S,"841","-29.0 (-3.33%) "
533A,ＮＺＡＭ　ＳＰ５００ヘッジなし,東ETF,"2,138","-142.0 (-6.23%) "
5341,ＡＳＡＨＩ　ＥＩＴＯＨＬＤＧ,東S,"385","+18.0 (+4.90%) "
5342,ジャニス工業,名M,"450","-1.0 (-0.22%) "
5343,ニッコー,名M,"279","+77.0 (+38.12%) "
5344,ＭＡＲＵＷＡ,東P,"73,830","+430.0 (+0.59%) "
534A,ＮＺＡＭ　ＮＡＳＤＡＱ１００,東ETF,"2,203","-24.0 (-1.08%) "
5351,品川リフラ,東P,"1,910","-3.0 (-0.16%) "
5355,日本坩堝,東S,"652","-1.0 (-0.15%) "
5356,美濃窯業,東S,"1,179","-3.0 (-0.25%) "
5357,ヨータイ,東P,"1,684","-5.0 (-0.30%) "
535A,ＮＺＡＭ　ＤＡＸ　ヘッジなし,東ETF,"2,167","-22.0 (-1.01%) "
5363,東京窯業,東S,"598","-5.0 (-0.83%) "
5367,ニッカトー,東S,"788","+34.0 (+4.51%) "
5368,日本インシュレーション,東S,"1,154","-23.0 (-1.95%) "
536A,ＮＺＡＭ　先進国株　ヘッジなし,東ETF,"2,128","-367.0 (-14.71%) "
537A,ＮＺＡＭ　全世界株　ヘッジなし,東ETF,"1,118","+4.0 (+0.36%) "
5380,新東,東S,"1,428","-7.0 (-0.49%) "
5381,マイポックス,東S,"1,225","+19.0 (+1.58%) "
5384,フジミインコーポレーテッド,東P,"3,170","+181.0 (+6.06%) "
5386,鶴弥,名M,"379","+1.0 (+0.26%) "
5388,クニミネ工業,東S,"1,237","-9.0 (-0.72%) "
538A,ＮＺＡＭ　米国国債　７−１０年,東ETF,"5,000","-80.0 (-1.57%) "
5391,エーアンドエーマテリアル,東S,"1,340","-54.0 (-3.87%) "
5393,ニチアス,東P,"3,137","-15.0 (-0.48%) "
539A,ＮＺＡＭ　海外債券　除く日本,東ETF,"5,185","+25.0 (+0.48%) "
5401,日本製鉄,東P,"569","-4.1 (-0.72%) "
5406,神戸製鋼所,東P,"1,860.5","+7.0 (+0.38%) "
5408,中山製鋼所,東P,"604","-13.0 (-2.11%) "
540A,上場日経銀行株トップ１０,東ETF,"1,600","+25.0 (+1.59%) "
5410,合同製鐵,東P,"3,040","-370.0 (-10.85%) "
5411,ＪＦＥＨＬＤＧ,東P,"1,674","-11.5 (-0.68%) "
541A,ＯｎｅＴＯＰＩＸ高配当グロース,東ETF,"1,120","+30.0 (+2.75%) "
5423,東京製鐵,東P,"1,697","-6.0 (-0.35%) "
542A,ビタブリッドジャパン,東G,"986","-34.0 (-3.33%) "
543A,ＡＲＣＨＩＯＮ,東P,"316","-24.0 (-7.06%) "
5440,共英製鋼,東P,"2,189","-40.0 (-1.79%) "
5444,大和工業,東P,"11,960","-85.0 (-0.71%) "
5445,東京鐵鋼,東P,"1,823","-7.0 (-0.38%) "
5446,北越メタル,東S,"1,263","+10.0 (+0.80%) "
5449,大阪製鐵,東S,"2,318","+6.0 (+0.26%) "
544A,ＧＭＳ　グループ,東P,"391","-4.0 (-1.01%) "
5451,ヨドコウ,東P,"1,324","-20.0 (-1.49%) "
5458,高砂鐵工,東S,"1,049","0.0 (0.00%) "
545A,トランヴィア,東P,"895","+3.0 (+0.34%) "
5461,中部鋼鈑,東P,"2,226","-16.0 (-0.71%) "
5463,丸一鋼管,東P,"1,467.5","+6.5 (+0.44%) "
5464,モリ工業,東S,"937","-3.0 (-0.32%) "
546A,ＭＩＲＡＩＮＩ　ＨＬＤＧ,東P,"1,853","-57.0 (-2.98%) "
5471,大同特殊鋼,東P,"1,823","-7.0 (-0.38%) "
547A,ムニノバＨＬＤＧ,東P,"459","-6.0 (-1.29%) "
5480,日本冶金工業,東P,"4,545","+10.0 (+0.22%) "
5482,愛知製鋼,東P,"2,663","-28.0 (-1.04%) "
5484,東北特殊鋼,東S,"2,290","+30.0 (+1.33%) "
548A,システムエグゼ,東S,"995","+6.0 (+0.61%) "
5491,日本金属,東S,"902","0.0 (0.00%) "
549A,ヒトトヒトＨＬＤＧ,東S,"499","0.0 (0.00%) "
550A,ソフトテックス,東S,"2,722","-293.0 (-9.72%) "
551A,ＩＺＵＭＩグループ,東PRO,"--","-- (--%) "
5525,フロンティアＨＬＤＧ,東PRO,"--","-- (--%) "
5527,ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏ,東G,"674","-17.0 (-2.46%) "
5528,フロンティアハウス,東PRO,"--","-- (--%) "
552A,ＭＡＸＩＳ米国ＡＩインフラ株,東ETF,"2,412","-3.0 (-0.12%) "
5530,日本システムバンク,名M,"1,053","-2.0 (-0.19%) "
5531,中山不動産,東PRO,"--","-- (--%) "
5532,リアルゲイト,東G,"3,625","+25.0 (+0.69%) "
5533,エリッツＨＬＤＧ,東S,"1,953","+22.0 (+1.14%) "
5534,エンゼルグループ,東PRO,"--","-- (--%) "
5535,ミガロＨＬＤＧ,東P,"321","+3.0 (+0.94%) "
5536,京橋アートレジデンス,東PRO,"--","-- (--%) "
5537,ＡｌｂａＬｉｎｋ,東G,"2,182","-40.0 (-1.80%) "
5541,大平洋金属,東P,"2,431","-11.0 (-0.45%) "
5542,新報国マテリアル,東S,"850","+23.0 (+2.78%) "
554A,バトンズ,東G,"2,391","-211.0 (-8.11%) "
555A,北王ＧＲＯＵＰ,東PRO,"--","-- (--%) "
5563,新日本電工,東P,"420","-2.0 (-0.47%) "
556A,犬猫生活,東G,"4,200","-700.0 (-14.29%) "
5570,ジェノバ,東G,"659","-8.0 (-1.20%) "
5571,エキサイトＨＬＤＧ,東S,"1,115","-4.0 (-0.36%) "
5572,Ｒｉｄｇｅ−ｉ,東G,"2,258","+28.0 (+1.26%) "
5573,働楽ＨＬＤＧ,東PRO,"--","-- (--%) "
5574,ＡＢＥＪＡ,東G,"2,433","-97.0 (-3.83%) "
5575,Ｇｌｏｂｅｅ,東G,"761","-8.0 (-1.04%) "
5576,オービーシステム,東S,"2,722","-73.0 (-2.61%) "
5578,ＡＲアドバンストテクノロジ,東G,"1,033","-25.0 (-2.36%) "
557A,フェリエスト,東PRO,"--","-- (--%) "
5580,プロディライト,東G,"1,467","+41.0 (+2.88%) "
5581,カイテクノロジー,東PRO,"--","-- (--%) "
5582,グリッド,東G,"2,368","+28.0 (+1.20%) "
5584,Ｓｔｒａｗｂｅｒｒｙ　ｊａｍｓ,東PRO,"--","-- (--%) "
5586,Ｌａｂｏｒｏ．ＡＩ,東G,"869","+28.0 (+3.33%) "
5587,インバウンドプラットフォーム,東G,"731","-1.0 (-0.14%) "
5588,ファーストアカウンティング,東G,"850","-30.0 (-3.41%) "
5589,オートサーバー,東S,"2,665","-5.0 (-0.19%) "
558A,ＳＱＵＥＥＺＥ,東G,"3,230","-15.0 (-0.46%) "
5590,ネットスターズ,東G,"832","+15.0 (+1.84%) "
5591,ＡＶＩＬＥＮ,東G,"942","-1.0 (-0.11%) "
5592,くすりの窓口,東G,"3,050","+151.0 (+5.21%) "
5594,エム・デー・ビー,東PRO,"--","-- (--%) "
5597,ブルーイノベーション,東G,"1,801","-115.0 (-6.00%) "
5598,Ｙｏｔｔａｖｉａｓ,東PRO,"--","-- (--%) "
5599,Ｓ＆Ｊ,東G,"1,310","-42.0 (-3.11%) "
559A,梅乃宿酒造,東S,"1,180","+130.0 (+12.38%) "
5602,栗本鐵工所,東P,"1,514","-2.0 (-0.13%) "
5603,虹技,東S,"1,340","-30.0 (-2.19%) "
5607,中央可鍛工業,名M,"631","0.0 (0.00%) "
5609,日本鋳造,東S,"900","-7.0 (-0.77%) "
560A,オカダ,東PRO,"--","-- (--%) "
5612,日本鋳鉄管,東S,"1,672","-23.0 (-1.36%) "
5616,雨風太陽,東G,"767","-16.0 (-2.04%) "
5617,ウィル・ドゥ,東PRO,"--","-- (--%) "
5618,ナイル,東G,"326","-2.0 (-0.61%) "
5619,マーソ,東G,"839","0.0 (0.00%) "
561A,マークスライフ,東,"--","-- (--%) "
5620,エスピーオー,東PRO,"--","-- (--%) "
5621,ヒューマンテクノロジーズ,東G,"1,480","+9.0 (+0.61%) "
5622,ワンビ,東PRO,"--","-- (--%) "
562A,寶結,東PRO,"--","-- (--%) "
5631,日本製鋼所,東P,"9,748","-124.0 (-1.26%) "
5632,三菱製鋼,東P,"1,788","-1.0 (-0.06%) "
563A,ＧＸ　ＮＡＳＤＡＱ１００Ｄ,東ETF,"1,024","+4.0 (+0.39%) "
5644,メタルアート,東S,"5,090","+60.0 (+1.19%) "
564A,ＧＸ　Ｓ＆Ｐ　先進ＣＦ１００,東ETF,"1,010","+5.0 (+0.50%) "
5658,日亜鋼業,東S,"375","-4.0 (-1.06%) "
5659,日本精線,東P,"1,488","-41.0 (-2.68%) "
565A,ＦＦＦＨＬＤＧ,東,"--","-- (--%) "
5660,神鋼鋼線工業,東S,"1,513","+4.0 (+0.27%) "
566A,ｉＦ日本株除く金融高配当５０,東,"--","-- (--%) "
567A,,東,"--","-- (--%) "
568A,ｉシェアーズ　シルバー　ＥＴＦ,東,"--","-- (--%) "
5695,パウダーテック,東S,"2,570","-78.0 (-2.95%) "
5697,サンユウ,東S,"660","-7.0 (-1.05%) "
5698,エンビプロＨＬＤＧ,東S,"1,067","+44.0 (+4.30%) "
5699,イボキン,東S,"2,027","-84.0 (-3.98%) "
569A,ｉシェアーズ　プラチナ　ＥＴＦ,東,"--","-- (--%) "
5702,大紀アルミニウム工業所,東P,"1,459","+12.0 (+0.83%) "
5703,日本軽金属ＨＬＤＧ,東P,"2,886","+28.0 (+0.98%) "
5704,ＪＭＣ,東G,"390","-3.0 (-0.76%) "
5706,三井金属,東P,"39,300","+640.0 (+1.66%) "
5707,東邦亜鉛,東P,"1,204","-3.0 (-0.25%) "
570A,ｉシェアーズ　日本国債０−１年,東,"--","-- (--%) "
5711,三菱マテリアル,東P,"5,157","-104.0 (-1.98%) "
5713,住友金属鉱山,東P,"9,599","-114.0 (-1.17%) "
5714,ＤＯＷＡ　ＨＬＤＧ,東P,"9,500","-140.0 (-1.45%) "
5715,古河機械金属,東P,"4,210","-20.0 (-0.47%) "
571A,ｉシェアーズ　日本国債１−３年,東,"--","-- (--%) "
5721,エスクリプトエナジー,東S,"98","+2.0 (+2.08%) "
5724,アサカ理研,東S,"3,140","-115.0 (-3.53%) "
5726,大阪チタニウムテクノロジーズ,東P,"2,594","-57.0 (-2.15%) "
5727,東邦チタニウム,東P,"3,365","+130.0 (+4.02%) "
5729,日本精鉱,東S,"2,175","-50.0 (-2.25%) "
572A,ｉシェアーズ　日本国債３−７年,東,"--","-- (--%) "
573A,ｉシェアーズ　日本国債２０年超,東,"--","-- (--%) "
5741,ＵＡＣＪ,東P,"2,842","-18.0 (-0.63%) "
5742,エヌアイシ・オートテック,東S,"765","-4.0 (-0.52%) "
5753,日本伸銅,東S,"2,485","-45.0 (-1.78%) "
5757,ＣＫサンエツ,東P,"4,115","-35.0 (-0.84%) "
5801,古河電気工業,東P,"42,620","-330.0 (-0.77%) "
5802,住友電気工業,東P,"10,060","+45.0 (+0.45%) "
5803,フジクラ,東P,"6,347","+310.0 (+5.14%) "
5805,ＳＷＣＣ,東P,"15,800","+300.0 (+1.94%) "
5816,オーナンバ,東S,"1,881","+32.0 (+1.73%) "
5817,ＪＭＡＣＳ,東S,"1,464","+28.0 (+1.95%) "
5819,カナレ電気,東S,"1,885","-10.0 (-0.53%) "
5820,三ッ星,東S,"816","+16.0 (+2.00%) "
5821,平河ヒューテック,東P,"4,005","+10.0 (+0.25%) "
5830,いよぎんＨＬＤＧ,東P,"2,942","+46.5 (+1.61%) "
5831,しずおかＦＧ,東P,"2,664","-10.5 (-0.39%) "
5832,ちゅうぎんＦＧ,東P,"2,809.5","+15.0 (+0.54%) "
5834,ＳＢＩリーシングサービス,東G,"2,640","-71.0 (-2.62%) "
5838,楽天銀行,東P,"6,132","-24.0 (-0.39%) "
5840,日本総険,東PRO,"1,010","0.0 (0.00%) "
5842,インテグラル,東G,"3,630","0.0 (0.00%) "
5843,ニッポンインシュア,東S,"2,289","-13.0 (-0.56%) "
5844,京都ＦＧ,東P,"4,200","-95.0 (-2.21%) "
5845,全保連,東S,"973","-7.0 (-0.71%) "
5851,リョービ,東P,"2,546","+30.0 (+1.19%) "
5852,アーレスティ,東P,"831","-4.0 (-0.48%) "
5856,エルアイイーエイチ,東S,"26","-1.0 (-3.70%) "
5857,ＡＲＥＨＬＤＧ,東P,"3,635","-10.0 (-0.27%) "
5858,ＳＴＧ,東G,"1,465","+14.0 (+0.96%) "
5866,ＷｉｚＢｉｚ,東PRO,"--","-- (--%) "
5867,エスネットワークス,東G,"1,190","0.0 (0.00%) "
5868,ロココ,東S,"1,050","-17.0 (-1.59%) "
5869,早稲田学習研究会,東S,"1,320","+9.0 (+0.69%) "
5870,ナルネットコミュニケーションズ,東G,"989","+8.0 (+0.82%) "
5871,ＳＯＬＩＺＥ　ＨＬＤＧ,東S,"1,391","-12.0 (-0.86%) "
5884,クラダシ,東G,"497","-18.0 (-3.50%) "
5885,ジーデップ・アドバンス,東S,"3,000","+57.0 (+1.94%) "
5886,ＯＯＫＡＢＥ　ＧＬＡＳＳ,東PRO,"--","-- (--%) "
5887,光響,東PRO,"--","-- (--%) "
5888,ＤＡＩＷＡ　ＣＹＣＬＥ,東G,"3,285","-40.0 (-1.20%) "
5889,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈ,東P,"2,207","-23.0 (-1.03%) "
5890,オフィスバスターズ,東PRO,"--","-- (--%) "
5891,魁力屋,東S,"1,430","-8.0 (-0.56%) "
5892,ｙｕｔｏｒｉ,東G,"2,041","-8.0 (-0.39%) "
5893,ＲＡＶＩＰＡ,東PRO,"--","-- (--%) "
5900,ダイケン,東S,"787","-24.0 (-2.96%) "
5901,東洋製罐グループＨＬＤＧ,東P,"3,152","-68.0 (-2.11%) "
5902,ホッカンＨＬＤＧ,東P,"2,175","-15.0 (-0.68%) "
5903,シンポ,東S,"1,214","0.0 (0.00%) "
5905,日本製罐,東S,"1,320","0.0 (0.00%) "
5906,エムケー精工,東S,"861","+12.0 (+1.41%) "
5909,コロナ,東S,"926","-20.0 (-2.11%) "
5911,横河ブリッジＨＬＤＧ,東P,"2,930","+33.0 (+1.14%) "
5915,駒井ハルテック,東S,"2,614","-221.0 (-7.80%) "
5918,瀧上工業,東S,"7,200","+100.0 (+1.41%) "
5921,川岸工業,東S,"4,240","0.0 (0.00%) "
5922,那須電機鉄工,東S,"19,440","+240.0 (+1.25%) "
5923,高田機工,東S,"1,170","+8.0 (+0.69%) "
5928,アルメタックス,東S,"270","-2.0 (-0.74%) "
5929,三和ＨＬＤＧ,東P,"3,596","+5.0 (+0.14%) "
5930,文化シヤッター,東P,"1,831","+2.0 (+0.11%) "
5932,三協立山,東P,"656","-12.0 (-1.80%) "
5933,アルインコ,東P,"1,011","-6.0 (-0.59%) "
5936,東洋シヤッター,東S,"911","+9.0 (+1.00%) "
5938,ＬＩＸＩＬ,東P,"1,603.5","-7.5 (-0.47%) "
5939,大谷工業,東S,"5,130","-90.0 (-1.72%) "
5940,不二サッシ,東S,"833","-20.0 (-2.34%) "
5941,中西製作所,東S,"2,525","+24.0 (+0.96%) "
5942,日本フイルコン,東S,"619","+7.0 (+1.14%) "
5943,ノーリツ,東P,"2,351","-9.0 (-0.38%) "
5945,天龍製鋸,東S,"2,518","-20.0 (-0.79%) "
5946,長府製作所,東P,"2,000","0.0 (0.00%) "
5947,リンナイ,東P,"3,549","+36.0 (+1.02%) "
5949,ユニプレス,東P,"1,311","-8.0 (-0.61%) "
5950,日本パワーファスニング,東S,"170","-2.0 (-1.16%) "
5951,ダイニチ工業,東S,"1,009","+19.0 (+1.92%) "
5952,アマテイ,東S,"187","-1.0 (-0.53%) "
5955,ワイズＨＬＤＧ,東S,"109","-1.0 (-0.91%) "
5956,トーソー,東S,"586","-11.0 (-1.84%) "
5957,日東精工,東P,"764","0.0 (0.00%) "
5958,三洋工業,東S,"4,525","-95.0 (-2.06%) "
5959,岡部,東P,"958","-1.0 (-0.10%) "
5962,浅香工業,東S,"1,955","-41.0 (-2.05%) "
5965,フジマック,東S,"1,263","-10.0 (-0.79%) "
5966,京都機械工具,東S,"2,420","0.0 (0.00%) "
5967,ＴＯＮＥ,東S,"482","+4.0 (+0.84%) "
5969,ロブテックス,東S,"--","-- (--%) "
5970,ジーテクト,東P,"1,807","-7.0 (-0.39%) "
5971,共和工業所,東S,"7,830","+20.0 (+0.26%) "
5973,トーアミ,東S,"630","+3.0 (+0.48%) "
5974,中国工業,東S,"845","-5.0 (-0.59%) "
5975,東プレ,東P,"2,351","-2.0 (-0.08%) "
5976,高周波熱錬,東P,"1,286","+3.0 (+0.23%) "
5979,カネソウ,名M,"5,210","0.0 (0.00%) "
5981,東京製綱,東P,"1,665","0.0 (0.00%) "
5982,マルゼン,東S,"3,780","-30.0 (-0.79%) "
5983,イワブチ,東S,"12,810","-60.0 (-0.47%) "
5984,兼房,東S,"741","+4.0 (+0.54%) "
5985,サンコール,東S,"1,700","+100.0 (+6.25%) "
5986,モリテック　スチール,東S,"234","+4.0 (+1.74%) "
5987,オーネックス,東S,"1,900","+190.0 (+11.11%) "
5988,パイオラックス,東P,"1,608","+20.0 (+1.26%) "
5989,エイチワン,東P,"1,245","-14.0 (-1.11%) "
5990,スーパーツール,東S,"2,000","0.0 (0.00%) "
5991,ニッパツ,東P,"2,745","-40.5 (-1.45%) "
5992,中央発條,東S,"3,650","-55.0 (-1.48%) "
5994,ファインシンター,東S,"1,407","-29.0 (-2.02%) "
5997,協立エアテック,東S,"818","+3.0 (+0.37%) "
5998,アドバネクス,東S,"1,784","-16.0 (-0.89%) "
6005,三浦工業,東P,"3,244","+24.0 (+0.75%) "
6013,タクマ,東P,"2,753","-48.0 (-1.71%) "
6016,ジャパンエンジン,東S,"12,550","-110.0 (-0.87%) "
6018,阪神内燃機工業,東S,"5,350","+260.0 (+5.11%) "
6022,赤阪鐵工所,東S,"2,844","-39.0 (-1.35%) "
6023,ダイハツインフィニアース,東S,"2,859","+236.0 (+9.00%) "
6025,日本ＰＣサービス,名N,"678","0.0 (0.00%) "
6027,弁護士ドットコム,東P,"2,446","-79.0 (-3.13%) "
6029,アトラグループ,東S,"177","-18.0 (-9.23%) "
6030,アドベンチャー,東G,"1,651","+31.0 (+1.91%) "
6031,ＺＥＴＡ,東G,"275","-3.0 (-1.08%) "
6033,エクストリーム,東G,"1,471","-9.0 (-0.61%) "
6034,ＭＲＴ,東G,"631","-4.0 (-0.63%) "
6035,アイ・アールジャパンＨＬＤＧ,東S,"708","+1.0 (+0.14%) "
6036,ＫｅｅＰｅｒ技研,東P,"3,000","+19.0 (+0.64%) "
6037,楽待,東S,"901","-3.0 (-0.33%) "
6038,イード,東G,"918","-17.0 (-1.82%) "
6039,日本動物高度医療センター,東G,"1,380","-44.0 (-3.09%) "
6040,日本スキー場開発,東G,"432","-1.0 (-0.23%) "
6042,ニッキ,東S,"4,530","-170.0 (-3.62%) "
6044,三機サービス,東S,"1,656","+4.0 (+0.24%) "
6045,レントラックス,東G,"1,638","-7.0 (-0.43%) "
6046,リンクバル,東S,"158","-7.0 (-4.24%) "
6047,Ｇｕｎｏｓｙ,東P,"518","+7.0 (+1.37%) "
6049,イトクロ,東G,"277","+1.0 (+0.36%) "
6050,イー・ガーディアン,東P,"1,642","+22.0 (+1.36%) "
6054,リブセンス,東S,"117","-1.0 (-0.85%) "
6055,ジャパンマテリアル,東P,"1,872","+58.0 (+3.20%) "
6058,ベクトル,東P,"1,213","+58.0 (+5.02%) "
6059,ウチヤマＨＬＤＧ,東S,"355","-2.0 (-0.56%) "
6061,ユニバーサル園芸社,東S,"2,898","+26.0 (+0.91%) "
6062,チャーム・ケア,東P,"1,268","-7.0 (-0.55%) "
6063,日本エマージェンシーアシスタン,東S,"--","-- (--%) "
6069,トレンダーズ,東G,"687","0.0 (0.00%) "
6070,キャリアリンク,東P,"2,335","-22.0 (-0.93%) "
6071,ＩＢＪ,東P,"730","-2.0 (-0.27%) "
6072,地盤ネットＨＬＤＧ,東S,"1,112","-94.0 (-7.79%) "
6073,アサンテ,東P,"1,481","+16.0 (+1.09%) "
6074,ジェイエスエス,東S,"557","0.0 (0.00%) "
6078,バリューＨＲ,東P,"1,398","-19.0 (-1.34%) "
6080,Ｍ＆Ａキャピタルパートナーズ,東P,"3,225","+55.0 (+1.74%) "
6081,アライドアーキテクツ,東G,"253","-9.0 (-3.44%) "
6082,ライドオンエクスプレスＨＬＤＧ,東S,"987","-1.0 (-0.10%) "
6083,ＥＲＩ　ＨＬＤＧ,東S,"4,280","+10.0 (+0.23%) "
6085,アーキテクツ・スタジオ・ジャパ,東G,"540","+24.0 (+4.65%) "
6086,シンメンテＨＬＤＧ,東G,"1,016","+36.0 (+3.67%) "
6087,アビスト,東S,"3,405","+15.0 (+0.44%) "
6088,シグマクシス・ＨＬＤＧ,東P,"651","+8.0 (+1.24%) "
6089,ウィルグループ,東P,"1,121","-4.0 (-0.36%) "
6090,ヒューマン・メタボローム・テク,東S,"700","-6.0 (-0.85%) "
